Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2)
0.6149458071876779,-0.49623529411764705,1.7058130337223756,0.7522288522288524,1.3263012986372071,-0.10548414209838551,0.7752589738710182,-0.8119705089890035,-0.22576123105891147,-0.8057722269206774,0.2936837489165865,-0.40475881362422406,0.7911999278818455,1.0494156611909256,-0.1840802128950648,1.241113237899822
0.8465487735310893,-0.644705882352941,0.3081020872681486,1.3386977886977887,1.0330158152679465,-0.2918289649437795,0.970875328011237,-0.9965112400114954,-0.09938915846511948,-0.6382820235664987,0.09168233849150628,-0.40475881362422406,1.105023107034653,0.8728037144794792,-0.1840802128950648,1.864380310128044
1.0302338847689672,-0.7536470588235293,0.36892827739842127,1.2865215865215864,0.9630214476325147,-0.3137219358161178,1.20926946539285,-0.6444718696140739,0.5346087776765598,-0.8927698596191702,-0.013580798765388011,-0.40475881362422406,0.34929018124258754,0.5097766941384246,-0.1840802128950648,1.1196550201580147
1.164860239589275,-0.8329411764705882,0.3373528984454453,1.3144787644787645,0.4465252787321303,-0.3347785870746555,1.1901407182786796,-0.4018559156256415,0.5500641754514497,-0.666885333171689,-0.4041600749686056,-0.40475881362422406,0.6782612786231268,-0.209155915255814,-0.1840802128950648,0.8016371540849873
1.2344552196235021,-0.8771764705882352,0.3190146415484204,1.2997367497367498,0.26576814595450476,-0.3887871421890011,1.1723962877115426,-0.4021490325936764,0.2667737637503634,-1.0244776608486474,-0.4041600749686056,-0.40475881362422406,0.6469745374053134,-0.209155915255814,-0.1840802128950648,0.8331366945673512
1.2606959498003423,-0.9110588235294116,0.27452499717500445,1.2352930852930857,0.23327566772146135,-0.39790896091437117,1.2904898064613612,-0.1971110388068725,0.17999977120665786,-0.7138674516824047,-0.4041600749686056,-0.40475881362422406,0.30881435079888697,-0.209155915255814,-0.1840802128950648,1.126912192758379
1.218482601254991,-0.9183529411764705,0.22790449900721585,1.106739206739207,-0.004343974053629214,-0.530306410454666,1.3973972740512708,-0.15074947813148257,0.19088170845397914,-1.071166512583309,-0.4041600749686056,-0.40475881362422406,0.2746312971272013,-0.209155915255814,-0.1840802128950648,1.5826070849109126
1.0998288648031942,-0.8861176470588233,0.13085379437260883,0.872955422955423,-0.18638302674008167,-0.6176963243828909,1.0407466201209787,0.09652598574815187,0.20347988912329418,-1.0005840040852552,-0.4041600749686056,-0.40475881362422406,0.3682668404060759,-0.209155915255814,-0.1840802128950648,0.8820259895883444
0.8705077010838561,-0.7741176470588234,-0.05369105848547946,0.3846261846261847,-0.4155700062363713,-0.5062152080653304,0.7469608784584929,-0.018008095348785575,0.9259875676951205,-0.7732731052422082,-0.4041600749686056,0.06465749385678198,0.10216602206861855,-0.209155915255814,0.056574670941447094,0.20885767032600247
0.471192241871078,-0.5169411764705881,-0.4177442006876846,-0.19536679536679538,-0.2854529099405738,-0.10549479454647459,0.3642402235831577,0.34325976090153715,-0.1324174749059291,-0.5455429747284616,-0.4041600749686056,0.5064546435037667,-0.3607583473366008,-0.209155915255814,0.41914832183534806,-0.20131866355951197
0.309184255561894,-0.3771764705882353,-0.4177442006876846,-0.19536679536679538,-0.5306527270315726,0.036954261552886086,0.2171369567252119,0.556810596759231,-0.07291886557261935,-0.1327843141962512,-0.4041600749686056,1.2658085534741073,-0.3607583473366008,-0.209155915255814,0.43344535603194556,-0.20131866355951197
0.12778094694808909,-0.2124705882352941,-0.4177442006876846,-0.19536679536679538,-0.4936450921604974,0.48281014367901465,0.44690621522103646,0.5569275998788732,-0.14586310891190699,0.24030664275091035,-0.4041600749686056,0.5442194082157623,-0.3607583473366008,-0.209155915255814,0.911264132995826,-0.20131866355951197
-0.05019965772960653,-0.052235294117647026,-0.4177442006876846,-0.19536679536679538,-0.5333913273679561,0.5827739193853667,0.006293887263254049,0.8297858523350217,-0.6580612289104193,-0.5354682271445006,-0.4041600749686056,0.9695825869082697,-0.3607583473366008,-0.209155915255814,1.3792397874603406,-0.20131866355951197
-0.19167142042213345,0.10376470588235284,-0.4177442006876846,-0.19536679536679538,-0.366731082915897,0.8038491591623882,-0.11398259967112531,0.8251268020264878,-0.750017816778449,-0.353955811416956,-0.4041600749686056,0.6962438034897434,-0.3607583473366008,-0.209155915255814,0.9602817406258828,-0.20131866355951197
-0.3000570450656017,0.2625882352941175,-0.4177442006876846,-0.19536679536679538,-0.4231650475894133,1.1641927800944187,-0.17228727573223032,0.7195922379268164,-0.6527618470347836,0.055985250393476335,0.1200198129266225,0.2950375821571828,-0.3607583473366008,0.08228886335652073,1.3824642208970606,-0.20131866355951197
-0.37535653166001126,0.4214117647058822,-0.4177442006876846,-0.19536679536679538,-0.05852321068210497,1.3520489976828047,-0.18489259533499586,0.3034009583209527,-0.9033655308452572,0.1884993192180996,0.7588535397049556,0.4502618782291699,-0.3607583473366008,0.3987779156909416,1.817909482233401,-0.20131866355951197
-0.41414717626925257,0.5228235294117646,-0.4177442006876846,-0.19536679536679538,0.006648655584673535,1.2446669645686046,-0.2220908266527487,-0.07351663887102591,-1.1159771596836996,0.6794815740878102,0.8610615584645088,0.30536702985127323,-0.3607583473366008,0.5989392338296211,1.29241396865704,-0.20131866355951197
-0.4244152880775811,0.5522352941176469,-0.4177442006876846,-0.19536679536679538,0.32744773667733207,1.5486706239732768,-0.38225951845013123,-0.2775682116776045,-0.883127673912048,-0.19533927150311206,0.7532415139270312,0.3812662341738251,-0.3607583473366008,0.9304756078634593,1.4494061747891158,-0.20131866355951197
-0.4255561893896178,0.5522352941176469,-0.4177442006876846,-0.19536679536679538,0.7301774909944397,1.1457516324149477,-0.5162393467612373,-0.6368623691551143,-0.9660615063117579,0.6487207172207939,0.8915686648191271,0.08647687864755052,-0.3607583473366008,1.2842335766101223,1.1890993357166235,-0.20131866355951197
-0.43240159726183675,0.5508235294117645,-0.4177442006876846,-0.19536679536679538,0.9572407401491949,1.2600372476714832,-0.19051638050274977,-0.8300651342349697,-1.00252397444047,0.28274956504089455,0.580503096180447,0.012475895193510445,-0.3607583473366008,1.3235144611591514,0.6619986564420893,-0.20131866355951197
-0.3502567027952082,0.4315294117647059,-0.0002259996448576789,0.12211302211302215,1.178467415390108,0.8258209059583461,-0.24220801063457922,-0.930746745422379,-0.9622805841413449,1.0201361566734206,0.41190356405502276,-0.06888566735323066,0.33189278902140285,1.0798805497703496,0.31709276897929534,-0.02966160565575835
-0.16771249286936665,0.17882352941176455,0.5483719954154358,0.3115128115128115,1.2402030948400966,0.380397591538976,-0.258845442554816,-0.9876254196850469,-0.6707726762652595,-0.04046477957492964,0.2885587641479895,-0.40475881362422406,0.35912405868197744,1.5733607740043365,-0.1840802128950648,0.046688965212744946
0.10268111808328563,-0.136,0.8975737323841347,0.6081081081081081,1.3678957028119345,0.482331323158878,-0.021435031163771878,-1.0349725668564351,-0.5256358611528277,-0.2404449957104804,0.27777720809015266,-0.40475881362422406,1.2467771379316597,1.613960372484495,-0.1840802128950648,0.5909178589563322
0.40844266970907034,-0.4463529411764705,0.7813453436001743,0.981870831870832,1.3268955042966972,0.33223601342682146,0.3069473292746482,-1.0686492112550063,-0.36040067444781815,0.5558234600200521,0.4304705304941451,-0.40475881362422406,1.9653874372505962,1.352513884110591,-0.1840802128950648,0.8698263047961913
0.6879634911580145,-0.6477647058823529,0.6613718178442863,1.1520007020007021,1.2070504615343516,0.010750338123714618,0.2630554627076298,-0.8403415253667924,0.18113238507222007,-0.11230341887264328,0.2710239743164149,-0.40475881362422406,0.6207010309041088,1.3170190353444977,-0.1840802128950648,1.1044147911022184
0.9309754706217912,-0.7727058823529411,0.5991250585177651,1.207862407862408,1.0529211907457383,-0.04494298439885076,0.6777249751789604,-0.9215089790907797,0.436574647987514,-0.0040303643223758125,0.09572677311939183,-0.40475881362422406,1.0879528337581037,1.0310782253779773,-0.1840802128950648,1.2924876562803411
1.123787792355961,-0.8550588235294116,0.3831339693609053,1.2771323271323274,0.8837602056885997,-0.12822986649264634,0.1751577558170857,-0.78692258793015,0.1961980487953186,-0.09405291676588992,-0.020186654955525955,-0.40475881362422406,0.912635509619568,0.5016617969447241,-0.1840802128950648,1.4242582821657679
1.2584141471762689,-0.9110588235294116,0.3597591489499088,1.3014566514566515,0.371157909571875,-0.357886648419136,0.2376409235500078,-0.42366666481632037,0.3030653891495149,0.0774380937813832,-0.4041600749686056,-0.40475881362422406,1.4125667716490016,-0.209155915255814,-0.1840802128950648,1.165198102656612
1.3348545350827152,-0.9505882352941176,0.3445848870808918,1.283625833625834,0.33698821132656565,-0.3320227141999622,0.5582106358943968,-0.18645007283457463,0.30378357748747714,0.22413987910204647,-0.4041600749686056,-0.40475881362422406,1.00709912302347,-0.209155915255814,-0.1840802128950648,0.47772416692856745
1.3508271534512264,-0.9684705882352939,0.30267809579156374,1.2081607581607583,0.18871475430145965,-0.39722128659430406,0.5132420696419844,-0.34542684921770594,0.9259875676951205,0.17355647506944394,-0.4041600749686056,-0.40475881362422406,1.6995197794302095,-0.209155915255814,-0.1840802128950648,0.4125834333045156
1.2869366799771815,-0.9581176470588233,0.24746961111918253,1.071919971919972,0.1136460976615726,-0.41597973736629973,0.10476734839895667,-0.08291031912710004,0.9259875676951205,-0.15244219572943188,-0.4041600749686056,-0.40475881362422406,0.5915490498928813,-0.209155915255814,-0.1840802128950648,0.05736452848854212
1.1614375356531654,-0.9197647058823528,0.13705264177442011,0.8434362934362934,-0.000812209919450019,-0.3949125906642668,0.23016894740716698,0.18440630195591298,0.9259875676951205,0.12725098469187052,-0.4041600749686056,-0.40475881362422406,0.8580014566112647,-0.209155915255814,-0.1840802128950648,0.049761642596778434
0.919566457501426,-0.7976470588235294,-0.07467673979369455,0.4106879606879607,-0.11915440468181306,-0.24793444527096084,0.04622169225614424,-0.1558313295211094,0.9259875676951205,0.6545503767425873,-0.4041600749686056,0.07203337742894289,0.1902735476451459,-0.209155915255814,-0.058400692823799796,-0.08766831081325044
0.4495151169423846,-0.4727058823529412,-0.4177442006876846,-0.19536679536679538,-0.25199570773821584,-0.13122617185638624,-0.2255825898261584,0.15204588963065582,0.9259875676951205,0.768812100902699,-0.4041600749686056,0.9731365555109788,-0.3607583473366008,-0.209155915255814,0.05902797372115341,-0.20131866355951197
0.32515687393040477,-0.41105882352941164,-0.4177442006876846,-0.19536679536679538,-0.23122464464927786,0.09546131920178093,-0.3409492381512412,0.6006730212468341,0.5500691939082162,0.2529258019756031,-0.4041600749686056,1.4063244192369275,-0.3607583473366008,-0.209155915255814,0.27838356632573424,-0.20131866355951197
0.266970907016543,-0.3595294117647059,-0.4177442006876846,-0.19536679536679538,-0.4788823204712843,0.083792751962523,-0.4776672371426732,0.5408655697757146,-0.44885740276983543,0.16671857483734834,-0.4041600749686056,0.7663400992217034,-0.3607583473366008,-0.209155915255814,0.4152809720700679,-0.20131866355951197
0.096976611523103,-0.22117647058823522,-0.4177442006876846,-0.19536679536679538,-0.32800584657593235,0.4289095313083121,-0.4442959509494533,0.8388834862171406,-0.1254005393587083,1.0201361566734206,-0.4041600749686056,0.6437240692222358,-0.3607583473366008,-0.209155915255814,1.0359351099708596,-0.20131866355951197
-0.07415858528237332,-0.07270588235294125,-0.4177442006876846,-0.19536679536679538,-0.49937288348298053,0.35599354472029243,-0.20361178743812355,0.5329722181829587,-0.13899181404474234,0.8025370734999554,-0.4041600749686056,0.9958237274232076,-0.3607583473366008,-0.209155915255814,0.920438565654006,-0.20131866355951197
-0.20422133485453497,0.06117647058823515,-0.4177442006876846,-0.19536679536679538,-0.4568116692800525,0.37514281335684546,-0.21666081452267494,0.17064610997914126,-0.531586123195616,1.0201361566734206,0.2599345038136778,1.0264742381231458,-0.3607583473366008,-0.0813569161343735,0.8373098994985125,-0.20131866355951197
-0.2840844266970909,0.17129411764705882,-0.4177442006876846,-0.19536679536679538,-0.28882477380958865,0.48122798001043016,-0.44191759099262135,0.4118264005531234,-0.5037982600463417,1.0201361566734206,0.5925527830935139,1.1729557547470884,-0.3607583473366008,0.03560450013565968,0.6254049412801851,-0.20131866355951197
-0.33542498573873375,0.26682352941176474,-0.4177442006876846,-0.19536679536679538,-0.11564015788549425,0.2161693985657379,-0.3403162763116948,0.23444136568166704,-0.23550464682687974,0.5262997000513137,1.2722533632489303,0.8680947042820997,-0.3607583473366008,0.26448752811808274,0.8620467756994488,-0.20131866355951197
-0.37079292641186534,0.3477647058823529,-0.4177442006876846,-0.19536679536679538,0.3060124563242419,0.23421387285773335,-0.36032523137129824,-0.19521607914792408,0.23299679101443418,0.2001184900589314,1.290314435393592,1.4828171284572993,-0.3607583473366008,0.5192331842166996,0.32333119382016473,-0.20131866355951197
-0.3924700513405592,0.4051764705882352,-0.4177442006876846,-0.19536679536679538,0.5172448854017707,0.366844146989933,-0.6708201484224432,-0.5058805481367187,-0.41648514068061604,0.8858717044424519,1.1448459675314906,1.4012501425201744,-0.3607583473366008,0.8088484377721606,0.28581629865541014,-0.20131866355951197
-0.40844266970907034,0.440470588235294,-0.4177442006876846,-0.19536679536679538,0.3188872404648824,0.07464271595542861,-0.3646443930413833,-0.37736874801151743,0.28193273114698747,1.0201361566734206,0.9561181274494787,0.2132309733361363,-0.3607583473366008,1.036452935692692,0.09931723313513272,-0.20131866355951197
-0.3593839132915005,0.41105882352941164,0.10954525642888277,-0.07974727974727976,0.3353994606210198,-0.1359935792721346,-0.7468926978480468,-0.2766547780783371,0.14102429492126992,0.994591358963862,1.244678297879327,-0.0121787960662896,-0.0764051123067998,1.0433982451623494,-0.07314215406002088,-0.10917776171988867
-0.239589275527667,0.3124705882352941,0.6661500960498492,0.06198666198666198,0.3553117803276156,-0.33362172776759563,-0.4870067088704735,-0.427742916843644,0.5518501279574667,0.8253631408229586,1.504897942404667,-0.40475881362422406,0.07857538094337296,0.7739977884752497,-0.1840802128950648,-0.1412364487991196
-0.013690815744438218,0.08752941176470584,1.05532148449481,0.338925938925939,0.37305769914345,-0.14430984666180008,-0.2093857724055834,0.016674385408324555,0.27648011730862027,0.8237507154204298,1.3222051439536364,-0.40475881362422406,0.4598825516857715,0.6970381336560585,-0.1840802128950648,-0.09038860092298104
0.2338847689674844,-0.16094117647058828,1.2111966681195216,0.5842576342576343,0.4242088028936595,-0.28188163671505834,-0.10371519058033421,-0.3855553827847979,0.051053090051048494,0.15653052714547505,1.2359992754892999,-0.40475881362422406,2.2475536205017437,0.3429777217573816,-0.1840802128950648,-0.03630810949083979
0.4723331431831143,-0.37576470588235283,0.9247582610941611,0.9620744120744122,0.3829326912180902,-0.4711126647656265,-0.08683246361942992,-0.1981585846628103,0.6261210844866447,-0.3201383331049138,1.2951341748458571,-0.40475881362422406,1.748089785269851,0.19801370133252735,-0.1840802128950648,0.118764961235068
0.4266970907016541,-0.34635294117647053,0.7653316544788287,1.0485257985257987,0.2749955143812515,-0.49886619839694524,0.2489393678297401,0.2542127573142944,0.696824355217817,0.2679666177116969,0.3967594847846933,-0.40475881362422406,1.9661016990654776,0.14525261278791107,-0.1840802128950648,0.23403671718354863
0.3080433542498573,-0.2374117647058824,1.2814502720067154,0.8754475254475255,0.10453982196884201,-0.5613533687904514,0.289263701183142,0.5359008524214319,0.8458801394815653,0.6810647360030279,0.08875948491969375,-0.40475881362422406,1.4197169475629174,-0.13475794062024407,-0.1840802128950648,0.2550988738339289
0.37193382772390166,-0.2536470588235294,1.4717419729768997,0.7747981747981748,-0.10323096621296969,-0.394715801305071,0.02369083010450179,0.48789986511243055,0.18963922396084423,0.28364577765382026,-0.4041600749686056,-0.40475881362422406,1.3934005851330216,-0.209155915255814,-0.1840802128950648,0.2748830550951832
0.3776383342840843,-0.2447058823529411,1.3373044699501186,0.7144612144612145,-0.2402336702035979,-0.546027059609984,-0.08044224581326241,0.814370336671486,0.23260860572369357,-0.12121329795862165,-0.4041600749686056,-0.40475881362422406,2.395390115700389,-0.209155915255814,-0.1840802128950648,0.33065735980820754
0.35253850541928117,-0.2124705882352941,1.4605711333882188,0.32988767988768,-0.29475230571853656,-0.5229226672530758,0.35455827817385815,0.351851431388395,0.6092598878397781,0.14543777286849904,-0.4041600749686056,-0.40475881362422406,1.16258450395835,-0.209155915255814,-0.1840802128950648,0.36645394151416505
0.29663434112949205,-0.14635294117647055,0.9948827223271507,0.19647244647244652,-0.38895624610526297,-0.5818902491685378,-0.08349928766886817,0.8882952192705345,0.21089521839397862,0.5976970391049168,-0.4041600749686056,-0.40475881362422406,1.7457734044489694,-0.209155915255814,-0.1840802128950648,0.31920316176512403
0.1871078151739875,0.022823529411764677,0.42342647747267836,0.1222709722709723,-0.4789646434307579,-0.45714468706347694,0.20130032708689524,0.8882952192705345,0.8092501871938336,0.4449895487769548,-0.4041600749686056,-0.40475881362422406,1.2201118811305127,-0.209155915255814,-0.1840802128950648,0.16846184722797844
0.02395892755276678,0.25082352941176456,0.009976270037289951,-0.11038961038961038,-0.5127778659310369,-0.7142823337557759,-0.12570690918283267,0.2741160903666865,0.6218173875327525,-0.19882656164330526,-0.4041600749686056,-0.16593549162415622,0.2554611223313709,-0.209155915255814,-0.10897192807527664,0.17076189580838516
-0.17569880205362226,0.41552941176470576,-0.4177442006876846,-0.19536679536679538,-0.3676971379794425,-0.47091973536421333,-0.15850491175955173,0.8882952192705345,0.9259875676951205,0.19429178042052409,-0.4041600749686056,0.15524888364837042,-0.3607583473366008,-0.209155915255814,-0.07696752656669721,-0.20131866355951197
-0.2475755847119226,0.4301176470588235,-0.4177442006876846,-0.19536679536679538,-0.4526470023875968,-0.17433120525227042,-0.42345518510364794,0.5645646231477638,0.6079492530475059,0.0914804230185851,-0.4041600749686056,0.7279547429239358,-0.3607583473366008,-0.209155915255814,-0.07828205539805659,-0.20131866355951197
-0.29549343981745574,0.45082352941176457,-0.4177442006876846,-0.19536679536679538,-0.5614389324503415,0.11081100754168803,-0.5659842789591405,0.6233742373538466,0.1515858036633723,1.0201361566734206,-0.4041600749686056,1.1182331846997262,-0.3607583473366008,-0.209155915255814,-0.019138000734487667,-0.20131866355951197
-0.35253850541928117,0.5051764705882352,-0.4177442006876846,-0.19536679536679538,-0.44165075637451795,0.13555253619313282,-0.28887423229311465,0.8882952192705345,0.28025215122913727,1.0201361566734206,-0.4041600749686056,1.8528252374957883,-0.3607583473366008,-0.209155915255814,0.03758391756515762,-0.20131866355951197
-0.4107244723331433,0.568470588235294,-0.4177442006876846,-0.19536679536679538,-0.6634779871971004,0.04656678080514991,-0.6223326083775675,0.7997728286313575,-0.3272283777553698,0.03589610391849275,-0.4041600749686056,1.8288858673030013,-0.3607583473366008,-0.209155915255814,0.05623246277716206,-0.20131866355951197
-0.4244152880775811,0.6037647058823528,-0.4177442006876846,-0.19536679536679538,-0.6263185239859063,0.04854505125942251,-0.4674277569972517,0.5557126297511296,0.4697421461007497,1.0201361566734206,-0.10558548986892818,2.0544496083125323,-0.3607583473366008,-0.15429112910355103,0.12177795763458915,-0.20131866355951197
-0.439247005134056,0.6155294117647057,-0.4177442006876846,-0.19536679536679538,-0.521427089081268,-0.004419542063715949,-0.7884907179958861,0.8882952192705345,-0.23454313020827708,0.542890233532589,0.31862122923147473,1.936932313289491,-0.3607583473366008,-0.11320266989223454,0.28169871881113495,-0.20131866355951197
-0.4586423274386765,0.6007058823529411,-0.4177442006876846,-0.19536679536679538,-0.22505401271030012,0.23902966955573937,-0.854469346862203,0.17632846129671118,0.6577314733796376,1.0201361566734206,0.5741296505266451,1.522905702237069,-0.3607583473366008,-0.08921380878919967,0.13627128091773721,-0.20131866355951197
-0.48374215630347994,0.612470588235294,-0.4177442006876846,-0.19536679536679538,0.0008122099194496117,-0.0022892478512796847,-0.503713983354063,0.08066523972760065,0.2854970899033282,1.012364941326969,1.6359423110231865,1.8775893346805652,-0.3607583473366008,0.029759152514234537,0.2817116592052695,-0.20131866355951197
-0.5430690245293783,0.6668235294117647,-0.4177442006876846,-0.19536679536679538,0.015221480198330693,0.17954044379013362,-0.772772392870367,0.413557703490686,-0.34740609857135635,-0.06133343129259811,1.6119062252602103,1.8090457691647108,-0.3607583473366008,0.084779374350643,0.4438644846855219,-0.20131866355951197
-0.5818596691386196,0.7021176470588235,-0.4177442006876846,-0.19536679536679538,0.22881630427793198,0.11195677086956253,-0.5740066240699373,0.16253679203870258,0.146799651236265,1.0201361566734206,1.257445846373907,0.7774148361168949,-0.3607583473366008,0.12393650024970981,0.32637394679037374,-0.20131866355951197
-0.538505419281232,0.7007058823529411,-0.14202463396128942,-0.13513513513513514,0.11691258025622364,-0.061890342309506484,-0.3768476829977123,-0.03629239692598217,0.7194806424176698,0.5410560770828288,1.93008617899945,0.09060635160682039,0.2693759822744185,0.21410022730928122,0.09481035189888634,0.3558101833319809
-0.40387906446092403,0.5889411764705882,0.2681324357918866,-0.1101965601965602,0.20464302275327173,0.04129620072401223,-0.4606449929208676,-0.10849513715866337,0.6811185624964993,0.4079154266077675,1.4310246456974487,-0.40475881362422406,0.2334013484972597,0.13441941628342147,-0.1840802128950648,0.4252971931533514
-0.19851682829435274,0.38164705882352934,0.5594782636770143,-0.08404703404703404,0.21490224607433747,-0.38193980726694426,-0.0996183035449229,0.2659197125594255,0.2684325808856496,-0.10853466208626454,1.7874296070284537,-0.40475881362422406,0.3012051822586999,0.15217081036363986,-0.1840802128950648,1.105466982624207
-0.025099828864803064,0.2258823529411763,1.468707120603096,0.008353808353808364,0.21226201286852195,-0.41002328471811694,-0.01355878616761944,0.46744986407916755,0.9259875676951205,-0.19616216249677043,2.1766665085359413,-0.40475881362422406,1.4385716776179553,0.46906448999061445,-0.1840802128950648,1.1238763466405548
0.07758128921848256,0.14635294117647055,1.7010347555168126,0.04275184275184278,0.1544564444772017,-0.45517757255752705,0.6253790338830773,0.2525373024267638,0.9259875676951205,-0.31006234712105707,1.453973553085908,-0.40475881362422406,0.25710087107861596,0.4304669655720587,-0.1840802128950648,1.8139112919954068
0.12892184826012537,0.11105882352941172,1.3205804962306487,0.09312039312039314,0.034874566297725784,-0.33514108831534967,0.46972379071894804,0.06318629743607382,0.5016273644119351,-0.6309595318746092,1.1228348867939397,-0.40475881362422406,0.4538187801050767,0.27172376774504586,-0.1840802128950648,0.947873922312753
0.1414717626925269,0.10517647058823525,1.7422312622080165,0.1522639522639523,-0.004621707769114048,-0.4505263705761512,1.066097333264783,0.04278774165172822,0.8062385489709304,-0.8340761135536295,0.12289003763880625,-0.40475881362422406,0.17963945094634243,0.06742671070868907,-0.1840802128950648,1.001410357227817
0.14717626925270955,0.10070588235294119,1.6666828094984423,0.14994734994734996,-0.17565112245147627,-0.7789427259993968,1.0952255435595857,0.5985010836423034,-0.08687965200549386,-0.8509559951675407,-0.4041600749686056,-0.40475881362422406,0.373521764631738,-0.209155915255814,-0.1840802128950648,0.8749753111981242
0.13120365088419836,0.10964705882352932,1.8771853358516153,0.18250263250263254,-0.3605847208137026,-0.6199526278709614,0.9490938692283145,0.2949818304391671,-0.016109078843007964,-0.4948782353943293,-0.4041600749686056,-0.40475881362422406,0.5317507249003909,-0.209155915255814,-0.1840802128950648,2.0106804310529407
0.11865373645179682,0.10517647058823525,1.754887242320048,0.35823095823095824,-0.38070454203093573,-0.6764813027409229,1.207838676429346,0.6956084972239935,0.9259875676951205,-0.6634430261858815,-0.4041600749686056,-0.40475881362422406,1.131628638379758,-0.209155915255814,-0.1840802128950648,0.603642406631159
0.1254991443240157,0.0771764705882353,1.3686215635946857,0.3443664443664444,-0.3122396238915152,-0.9116348713956122,1.0620050627328665,0.8882952192705345,0.4488301009384286,-0.6144296008246695,-0.4041600749686056,-0.40475881362422406,0.4870155501268439,-0.209155915255814,-0.1840802128950648,0.7842426438489695
